egt_c,cit_c,tbmt_c,brg_c,ics_c,lube_c,amb_c,op_state
504.63,24.46,798.81,271.33650034800627,296.68,75.72,22.13,0
647.23,15.01,,109.77,416.91,87.47,12.24,2
612.06,32.87,1022.21,128.01,373.11,91.92,34.48,2
671.33,9.02,1125.34,165.39,466.33,105.95,29.24,3
504.78,21.34,828.53,62.17,289.3,42.47,16.58,0
606.37,22.32,982.55,113.72,378.35,86.47,25.36,2
508.15,24.94,,69.8,290.36,40.74,28.18,0
507.17,17.02,823.25,75.56,299.59,47.99,14.7,0
545.22,23.56,931.32,75.04,310.0,60.0,28.36,1
523.68,35.03,838.8,87.68,301.9,64.35,35.91,0
606.86,24.12,,214.30589848453099,,82.75,20.52,2
574.55,17.18,941.72,89.16,336.74,61.73,13.28,1
500.56,15.0,845.09,70.75,,47.65,15.86,0
473.12,27.26,,80.6,286.44,64.1,29.22,0
583.91,22.59,999.83,95.91,349.99,66.51,26.06,1
516.79,24.96,852.38,62.88,316.51,39.9,22.51,0
580.46,17.81,980.0,105.22,345.0,80.0,19.44,2
615.6,22.79,1051.49,138.05,374.12,99.54,19.47,2
629.3,7.1,987.03,121.47,357.28,82.5,2.45,3
494.75,20.55,800.02,66.51,273.34,49.05,17.48,0
512.13,17.08,,71.41,294.71,48.5,17.9,0
493.12,21.29,772.94,60.18,270.0,41.45,22.21,0
520.72,21.37,836.85,69.92,316.48,50.37,20.47,0
590.9,17.11,980.0,148.75,351.19,106.35,17.68,2
517.73,21.56,,73.9,,59.25,23.02,0
522.71,13.7,868.96,62.27,305.19,35.0,11.9,0
470.64,27.07,762.88,77.4,287.43,49.01,26.05,0
500.29,27.91,807.98,66.7,302.03,38.6,25.79,0
584.01,23.43,,94.34,336.76,61.3,20.65,1
494.34,19.53,808.66,78.26,291.45,67.58,21.67,0
560.99,33.6,936.09,73.94,318.96,51.09,34.7,0
641.57,4.9,1120.0,120.08,387.75,112.1,3.19,2
527.8,20.8,,96.95,298.94,67.99,21.44,0
588.38,18.56,1009.22,75.49,333.21,60.0,18.13,1
509.97,15.87,809.52,76.06,275.09,57.71,16.35,0
541.19,4.42,849.59,74.38,295.98,57.9,5.24,0
663.56,33.73,1120.0,108.31,407.38,80.0,34.46,2
525.02,18.76,838.16,80.37,315.54,53.96,18.85,0
637.28,5.26,1099.23,103.36,406.4,88.21,2.24,2
512.31,16.52,845.95,89.45,303.81,58.37,19.3,1
627.61,18.01,1033.69,127.68,370.85,93.11,20.25,2
518.52,15.37,836.67,79.4,,59.63,12.43,0
608.93,7.6,1081.76,103.57,380.19,83.78,8.04,2
580.0,26.54,1014.53,114.64,351.61,95.52,26.35,2
653.91,25.61,1102.07,137.96,586.51,149.67,32.07,3
632.59,25.85,1045.35,112.28,409.95,86.04,20.04,2
,9.1,937.7,81.87,302.16,53.85,9.61,0
559.1,36.34,912.46,89.27,344.54,79.18,30.44,1
602.6,23.01,1020.0,93.25,379.64,63.49,23.2,1
533.44,26.92,863.6,65.62,316.2,49.88,34.31,0
522.5,19.25,844.12,70.19,305.54,56.14,24.6,0
534.04,9.33,911.53,73.6,299.93,62.72,12.85,0
559.84,24.4,916.04,106.59,338.69,75.4,22.27,1
582.72,23.84,980.0,137.7,392.1,95.85,18.53,2
583.38,28.28,916.62,91.78,,64.44,28.46,0
493.83,27.06,784.91,68.67,288.32,46.62,28.83,0
527.01,29.06,852.89,218.4386800437055,325.68,52.76,29.84,0
523.13,11.02,824.95,84.25,296.57,55.65,14.03,0
542.87,13.76,854.46,83.35,310.07,55.13,15.87,0
575.42,22.22,921.82,102.92,363.13,69.78,19.72,1
676.72,32.48,,154.71,456.58,140.48,19.99,3
559.62,23.53,900.0,75.0,335.34,77.96,24.0,1
627.41,12.36,1207.94,207.9,546.31,116.49,25.31,3
665.01,15.26,1199.97,152.31,,170.42,17.11,3
548.52,9.68,900.0,81.99,328.3,60.75,11.67,1
564.5,14.8,925.85,80.67,329.38,60.0,11.84,1
510.68,22.9,820.24,75.72,302.84,51.96,21.41,0
566.62,15.73,916.38,106.71,352.71,61.04,19.02,1
566.66,32.87,934.49,88.49,341.69,68.78,35.5,1
624.55,24.19,1067.37,,378.22,101.97,24.9,2
537.41,19.28,,66.83,308.65,52.52,23.62,0
564.25,24.66,935.52,81.09,317.7,48.25,24.29,0
560.16,20.1,897.95,71.22,330.83,49.83,24.28,0
588.96,19.76,1020.0,108.88,346.57,72.35,24.43,1
573.22,29.05,928.72,78.17,338.04,66.52,34.79,1
505.41,18.39,842.8,59.78,294.23,43.83,17.96,1
599.85,31.0,1007.48,96.28,358.7,70.69,33.22,1
527.52,31.68,,72.55,291.1,45.26,30.81,0
518.65,17.69,839.7,78.41,303.01,55.82,18.59,0
641.64,13.6,1053.38,123.15,405.7,92.12,14.53,3
621.93,32.47,1026.52,105.8,,83.93,33.85,2
511.74,19.06,857.84,80.03,292.87,55.72,20.15,0
548.26,26.34,926.74,83.27,356.34,60.0,29.14,1
518.48,17.43,826.05,73.17,298.55,50.41,18.29,0
574.82,31.37,959.54,94.5,344.78,86.65,29.36,1
525.8,18.18,842.89,75.66,299.38,41.5,17.74,0
712.53,15.79,1108.05,159.81,445.71,128.02,27.38,3
573.65,14.56,984.25,98.59,335.37,67.71,11.76,1
565.09,28.15,923.49,92.38,348.65,78.1,30.38,1
514.77,24.54,824.78,70.78,,52.13,27.53,0
500.02,10.47,811.16,76.91,295.82,37.77,8.07,0
571.15,25.24,911.83,86.8,352.34,60.0,22.99,1
587.47,19.61,977.14,86.76,365.47,79.18,27.85,1
551.56,41.26,945.15,104.04,341.84,71.3,44.76,1
622.51,25.68,,110.87,385.48,110.62,25.67,1
661.01,21.39,1139.7,138.0,448.87,139.63,21.19,3
562.56,25.4,900.0,90.34,343.66,69.98,22.99,1
635.0,21.45,1061.59,121.53,401.71,83.32,22.73,2
540.25,31.87,868.43,78.58,320.38,55.38,29.41,0
535.68,22.43,861.0,77.31,328.98,49.62,20.06,0
569.19,19.81,950.87,86.11,319.53,60.82,19.84,1
612.78,32.99,,113.44,391.51,86.27,35.88,2
582.67,18.68,968.19,88.77,365.66,83.33,16.61,1
488.75,6.21,,80.64,306.7,56.23,4.59,0
499.07,20.22,788.4,69.53,276.22,59.73,23.2,0
543.14,22.68,907.57,101.62,327.17,80.15,23.74,1
642.14,27.84,1075.51,105.95,411.45,80.0,28.68,2
585.36,20.34,956.86,96.37,335.44,87.33,22.04,1
148.59283266987177,34.26,922.35,90.79,357.19,68.16,32.29,1
554.65,20.28,865.19,67.91,326.07,61.07,14.8,0
518.76,38.38,817.06,59.0,282.07,44.17,36.09,0
613.59,18.44,980.0,,355.9,94.14,22.01,2
503.08,19.95,810.09,82.22,293.85,68.43,19.41,0
612.95,4.97,980.0,115.57,412.49,97.09,5.26,2
583.92,29.11,962.44,101.96,360.44,64.15,37.08,1
618.61,31.13,1110.92,120.52,363.3,94.13,27.28,2
675.86,21.06,1091.11,112.18,390.6,81.74,18.71,2
517.72,24.55,857.07,94.11,309.47,72.38,22.77,0
569.28,22.42,905.64,85.04,337.23,63.59,23.13,1
509.92,28.53,845.9,74.77,314.53,60.39,23.74,0
625.05,9.73,1041.11,119.05,380.85,89.74,10.81,2
518.71,14.95,842.32,77.8,308.56,54.12,13.64,0
535.5,19.16,,75.63,298.66,57.43,19.2,0
562.38,37.77,,86.96,329.81,60.0,35.3,1
609.49,18.53,1018.77,90.0,352.68,80.0,16.38,2
609.26,23.56,1034.21,112.24,,92.02,26.24,2
535.22,17.93,906.15,87.77,,60.68,15.26,0
599.71,38.68,1014.06,90.68,357.67,60.0,31.57,1
519.28,15.85,811.02,80.95,272.04,55.07,12.67,0
968.6997722702782,30.24,,95.42,335.51,71.12,37.36,1
642.06,36.83,1095.32,94.98,420.97,81.26,30.19,2
536.95,24.22,890.94,74.64,313.37,47.48,30.3,0
641.94,24.26,984.7,122.36,379.71,92.3,24.48,2
532.44,14.81,851.36,76.3,,55.95,11.89,0
595.54,41.03,1038.0,110.33,356.47,96.91,41.97,2
558.94,36.38,934.75,96.84,328.6,82.79,33.84,1
562.98,38.04,943.32,94.69,341.48,67.65,37.58,1
121.34,11.11,20.42,-13.02,4.86,15.9,20.16,3
546.8,18.19,865.13,68.66,296.25,43.03,18.82,0
495.97,28.32,800.69,74.26,319.55,57.19,25.3,0
600.91,19.6,1085.01,98.05,374.96,80.0,18.77,2
503.14,34.2,800.82,69.98,302.1,40.29,37.75,0
519.11,29.02,844.55,70.64,18.05251754123821,49.64,26.8,0
501.8,20.24,847.85,84.6,290.46,57.44,20.38,0
513.37,26.43,833.99,80.46,304.2,57.76,25.94,0
511.85,15.88,819.23,65.91,288.33,47.77,14.83,0
503.91,24.73,821.04,66.97,287.0,40.22,29.41,0
549.8,32.69,864.41,79.34,307.11,59.35,32.78,0
513.8,19.3,796.93,80.11,298.7,53.64,18.84,0
610.04,27.29,1004.33,103.5,385.47,93.07,28.01,2
95.05,-14.76,258.84,-2.35,-3.03,39.14,31.95,3
561.56,34.54,922.15,106.66,344.22,85.01,37.01,1
571.39,25.9,931.69,116.1,330.78,82.97,24.99,1
611.62,29.62,1069.42,127.83,406.57,83.15,30.13,2
554.29,21.5,876.21,82.89,326.11,60.61,21.77,0
504.9,13.28,821.6,63.92,,44.45,16.21,0
506.66,22.95,803.83,75.94,319.41,55.98,19.82,0
536.62,15.03,875.64,77.96,292.3,56.09,10.69,0
630.19,27.1,987.49,123.09,,89.31,26.35,2
493.14,6.99,811.93,79.09,291.54,75.4,6.69,0
619.64,5.56,1060.05,119.67,362.2,85.14,7.95,2
489.65,27.65,781.69,78.65,278.44,64.58,29.17,0
530.62,17.06,837.75,69.46,314.38,50.83,15.09,0
586.13,19.79,1013.26,87.94,349.72,65.77,21.15,1
528.67,28.99,853.32,69.53,300.43,,26.76,0
629.53,34.05,1018.71,114.05,381.68,80.0,34.81,2
627.92,15.83,1070.55,112.74,399.66,101.18,18.85,2
540.03,16.88,,81.37,309.38,65.49,18.44,0
532.98,41.54,846.37,67.67,301.3,42.4,41.62,0
490.97,27.0,836.57,65.36,,57.56,25.0,0
559.43,21.4,906.34,94.26,323.84,66.47,25.25,1
510.17,27.63,,81.53,291.38,63.47,23.65,0
560.11,26.97,944.63,82.78,313.84,51.86,22.49,0
596.61,36.54,965.89,85.68,352.1,63.58,32.53,1
530.36,21.37,873.34,77.57,304.52,54.67,19.58,0
665.53,31.93,1120.0,148.71,413.43,92.96,30.66,2
491.37,28.67,765.51,68.13,281.9,43.32,29.57,0
527.38,19.29,835.22,82.6,284.14,57.09,17.58,0
630.74,24.58,1089.75,,380.69,91.4,30.4,2
552.32,27.86,896.72,74.94,318.91,45.85,29.94,0
593.65,22.06,963.06,92.67,347.5,70.07,20.16,1
642.3,41.49,1059.08,94.64,380.72,94.07,36.64,2
521.03,8.79,877.62,82.57,302.6,55.17,10.17,0
530.0,24.55,900.0,78.72,314.3,67.18,25.85,1
530.8,22.58,,85.53,314.64,60.32,26.45,0
596.28,12.51,981.74,75.0,317.41,60.0,6.83,1
501.65,32.12,805.32,88.19,308.32,,35.0,0
519.85,17.39,,81.73,,67.58,15.87,0
532.59,25.93,891.66,68.2,319.68,51.86,26.52,0
562.44,24.3,944.78,103.67,358.31,71.04,18.96,1
503.69,26.96,796.41,84.35,304.77,51.68,26.26,0
590.18,14.67,990.35,,341.13,71.72,14.43,1
538.4,22.14,900.0,92.65,336.36,70.41,22.2,1
518.74,19.64,848.45,68.99,,53.47,20.35,0
565.65,20.72,947.69,82.96,310.0,64.59,19.83,1
488.27,19.38,787.93,88.5,288.97,63.73,20.95,0
590.59,28.22,,91.46,359.82,65.32,24.15,1
502.04,12.69,822.22,78.5,289.79,66.53,18.49,0
512.24,32.87,843.76,56.71,302.35,39.95,29.74,0
615.94,19.55,981.85,103.7,388.1,100.0,17.11,1
541.0,26.78,838.02,79.31,314.69,61.37,26.63,0
27.78,-7.59,,3.81,116.63,23.42,18.25,3
505.5,9.84,801.89,82.89,302.69,59.76,2.56,0
576.6,22.86,937.12,82.75,343.32,66.08,22.72,1
511.93,8.49,846.17,91.75,,60.43,10.24,0
607.13,24.22,1086.88,123.46,374.0,89.0,22.94,2
503.83,18.06,783.75,87.07,,65.83,22.81,0
544.94,32.86,900.0,103.42,356.16,72.83,32.85,1
536.69,18.82,869.75,63.96,324.8,44.71,19.75,0
499.23,22.84,794.11,69.19,306.57,52.87,27.4,0
521.82,26.46,845.28,80.95,302.29,47.27,23.53,0
591.37,37.69,953.78,88.0,334.62,62.35,39.41,1
534.38,15.66,900.0,90.15,319.02,62.69,19.29,1
596.49,14.81,1008.67,91.3,375.96,60.0,13.65,1
593.7,19.32,980.0,,360.35,90.1,20.88,2
640.03,31.15,,113.22,372.42,80.0,26.87,2
678.31,15.26,1079.09,181.91,495.95,152.93,25.72,3
588.46,13.14,997.76,90.04,354.95,80.0,14.11,2
718.36,46.33,1122.56,114.49,476.61,143.91,39.95,2
518.62,17.24,838.07,83.58,302.19,61.34,19.36,0
529.3,28.9,896.2,83.97,297.24,65.6,29.01,1
517.04,19.36,848.63,74.37,294.72,40.17,19.47,0
535.46,22.59,843.58,71.06,312.17,47.88,19.96,0
542.79,18.82,,64.47,,52.75,19.41,0
525.2,15.45,,80.61,301.31,62.41,18.97,0
524.68,21.01,859.96,71.65,307.23,48.82,17.26,0
579.35,40.24,919.29,76.02,,60.0,43.38,1
497.95,30.32,839.92,73.01,290.12,64.47,31.16,0
487.43,22.85,788.1,63.87,,47.18,22.19,0
518.21,30.13,843.53,74.05,309.05,57.27,22.8,0
618.33,22.22,989.93,128.86,368.72,98.23,25.33,2
507.0,23.94,856.33,59.91,294.58,47.45,22.73,0
,19.47,,87.08,295.01,66.32,21.22,0
538.03,22.59,855.97,86.98,314.66,53.53,20.83,0
519.85,10.99,837.57,91.23,292.91,65.08,10.52,0
511.58,19.2,818.75,67.93,294.59,57.31,22.82,0
525.92,18.46,860.03,69.55,322.21,51.55,13.83,0
600.72,9.18,1020.0,85.52,366.27,64.01,9.39,1
511.87,16.94,811.09,82.88,314.63,47.16,21.2,0
568.36,21.98,904.44,77.45,335.34,61.29,22.29,1
718.99,16.47,1197.36,95.37,486.09,147.96,11.1,3
89.33,4.22,142.48,63.31,65.06,10.85,28.82,3
649.44,13.23,1120.0,117.93,383.56,80.0,10.39,2
483.22,18.96,775.92,78.71,281.86,61.08,18.64,0
536.16,25.26,835.32,71.16,325.23,54.52,20.66,0
623.81,18.66,998.67,127.07,405.15,114.62,21.71,2
510.77,23.07,,72.57,288.0,49.33,23.08,0
643.48,38.95,,123.93,401.37,111.62,40.43,2
538.23,9.95,838.03,67.16,308.8,47.96,8.67,0
507.39,23.4,815.69,,308.41,47.63,20.7,0
592.31,7.53,1061.7,108.54,,82.03,3.42,2
627.13,29.16,1023.58,116.28,377.51,97.88,29.24,2
118.72,46.03,158.73,17.12,68.71,-5.02,14.24,3
531.22,15.96,848.87,80.38,,50.22,14.11,0
577.37,32.93,982.19,76.96,311.62,60.0,30.91,1
603.46,26.8,1014.2,108.24,351.86,70.46,25.23,1
,16.12,1042.72,100.4,356.84,80.0,16.62,2
530.52,24.36,,80.5,,59.86,19.3,0
636.98,41.72,1082.34,120.23,368.02,92.54,38.27,2
522.08,14.8,841.34,90.24,296.14,63.36,20.38,0
85.34,6.95,151.08,2.95,61.49,26.57,31.86,3
595.02,26.47,986.68,114.41,376.65,82.1,25.04,1
551.31,26.56,,87.34,,70.63,24.65,1
499.89,20.36,833.75,86.04,297.68,68.72,20.05,0
581.96,27.59,961.05,78.02,385.87,66.23,28.93,1
608.02,22.74,1003.58,89.13,372.6,67.36,19.79,1
512.39,17.5,829.6,80.35,290.48,70.03,15.16,0
648.32,24.16,1041.69,97.93,,80.0,21.58,2
23.77,-4.09,198.71,24.38,639.275701155851,17.06,20.64,3
622.16,38.43,,94.2,,82.12,38.26,2
553.67,24.73,900.81,77.2,332.69,60.0,23.61,1
523.7,14.76,868.59,,320.99,39.21,18.45,0
555.93,20.33,908.66,83.66,338.81,60.0,20.97,1
526.69,21.47,859.54,71.43,317.07,47.7,22.15,0
516.53,22.79,,80.75,316.65,63.78,26.68,0
583.23,20.05,968.51,88.24,344.89,60.55,19.54,1
520.62,23.19,879.23,77.02,281.49,45.74,21.91,0
521.59,14.29,,71.95,306.23,48.49,13.49,0
525.69,15.3,831.25,78.08,316.27,49.46,9.31,0
654.59,45.0,1060.12,131.19,396.66,87.9,42.43,2
593.45,15.24,,95.96,,80.0,9.4,2
519.66,18.24,,82.16,296.27,53.5,14.76,0
585.7,17.39,,82.79,352.26,60.0,21.92,0
599.75,1.2,,95.84,371.96,80.15,3.16,1
619.52,31.84,1029.63,136.53,381.91,121.43,32.99,2
658.89,17.28,1119.77,109.31,388.29,80.0,17.3,2
583.95,13.37,958.78,97.23,350.36,60.0,11.34,1
531.86,21.11,857.8,78.69,335.55,55.23,20.57,0
517.79,22.6,825.83,69.5,,48.05,20.98,0
571.42,26.94,,86.53,341.61,60.0,30.84,1
483.41,20.92,767.85,92.24,298.35,76.1,20.01,0
621.75,29.62,998.51,108.61,386.9,94.42,26.32,2
526.23,32.98,,74.71,294.22,47.56,34.44,0
523.29,16.14,852.64,67.53,303.94,44.24,22.57,1
644.54,36.35,1056.11,114.57,437.52,89.98,32.69,2
566.68,24.92,900.0,99.29,338.72,70.46,29.02,1
532.87,12.56,841.77,72.09,296.31,55.67,12.31,0
577.22,32.57,960.25,88.03,357.41,70.14,34.33,1
589.45,29.85,1007.4,101.97,383.98,,28.18,2
625.64,17.9,1010.39,115.48,,81.21,19.82,3
505.02,17.3,846.54,66.63,,46.44,18.97,0
651.2,24.19,1120.0,104.79,407.62,81.26,27.0,2
511.44,18.02,839.05,72.68,297.42,56.99,21.73,0
674.51,-7.94,1212.05,145.15,,109.66,21.7,3
502.1,3.1,794.18,65.7,285.46,54.28,3.42,0
509.92,21.7,799.35,71.39,292.24,63.98,21.1,0
516.22,29.92,852.2,68.13,290.26,39.85,28.25,0
577.16,26.26,936.99,88.15,347.27,60.0,25.94,1
545.16,20.33,,59.81,323.4,35.0,13.46,0
499.18,21.93,821.42,,290.92,59.09,20.0,0
580.0,27.98,999.86,95.84,345.0,80.82,25.72,2
596.23,12.67,,75.0,378.31,66.33,10.68,1
523.48,22.66,840.61,70.48,307.55,53.75,21.91,0
631.4,28.24,,138.65,,105.94,29.99,2
598.67,37.4,981.55,86.4,,62.41,34.78,1
539.82,8.87,863.34,65.52,321.41,48.08,6.29,0
541.86,23.97,838.0,74.98,318.16,47.89,23.5,0
521.6,35.39,823.74,78.42,311.89,45.28,32.87,0
516.79,16.75,820.43,69.03,292.87,50.64,10.8,0
518.05,9.89,872.77,81.38,286.05,58.76,10.64,0
632.35,10.0,1047.91,,391.68,80.0,7.6,2
573.93,25.49,900.0,87.56,331.84,62.0,26.18,1
527.41,16.59,873.49,80.6,313.3,67.93,19.3,0
593.41,16.02,1006.81,111.4,361.98,92.37,16.84,2
607.44,32.39,1006.04,106.26,380.13,84.61,30.09,1
523.56,30.83,835.59,70.74,44.521221161200934,47.59,31.17,0
523.29,17.4,865.87,66.93,302.4,46.24,16.11,0
573.23,20.57,939.27,96.97,357.01,75.22,22.18,1
503.54,30.52,802.58,71.27,308.17,70.21,32.64,0
648.24,17.0,1059.85,148.09,377.19,112.78,14.38,2
81.66,-12.79,188.87,7.36,126.07,-2.85,13.09,3
524.4,23.59,,64.2,317.29,44.42,16.37,0
574.74,26.62,952.52,99.02,344.42,65.45,27.17,1
741.12,24.46,1148.71,158.76,29.29136192818562,131.37,21.18,3
524.47,18.24,878.07,76.24,315.8,55.69,17.07,0
513.79,25.07,820.18,82.51,298.99,68.79,25.89,0
530.0,27.66,900.0,96.75,310.0,60.0,29.41,1
137.22,-19.5,52.94,-14.36,130.98,36.69,23.4,3
483.69,22.98,787.81,80.74,270.0,63.24,25.65,0
506.04,33.24,803.55,89.68,,64.48,28.77,0
103.26,1.96,,77.53,-11.39,-20.0,30.76,3
610.86,29.65,1066.37,139.42,376.73,97.26,30.9,2
521.88,10.95,898.61,73.03,292.39,46.42,9.5,0
574.28,26.67,966.05,102.19,339.04,72.45,29.98,1
562.04,21.28,960.21,79.19,360.22,60.0,20.16,1
491.35,6.45,783.2,86.38,296.19,70.17,4.32,0
81.38,28.92,366.4,-8.88,,15.98,31.42,3
540.8,18.35,873.02,59.5,299.51,35.0,14.28,0
517.55,24.02,797.92,67.81,286.33,42.04,24.65,0
540.89,21.69,900.0,90.28,310.0,61.09,22.26,1
638.61,58.57,1190.69,129.8,474.47,147.6,2.96,3
560.05,33.12,,80.7,331.91,58.66,34.33,0
607.07,21.84,1011.39,106.93,395.44,83.31,26.24,2
653.08,21.45,1120.0,132.55,374.42,121.46,20.12,2
509.95,26.29,822.03,62.73,293.58,35.0,22.58,0
596.84,23.14,972.89,108.8,345.27,79.32,27.85,1
621.98,45.0,1032.07,140.6,366.58,112.07,50.0,2
539.17,11.2,875.78,72.22,307.14,53.18,11.98,0
498.95,12.63,796.33,69.54,270.0,57.74,13.97,0
552.3,21.39,900.0,,342.65,65.97,16.09,1
607.4,30.6,976.64,80.54,348.33,60.0,35.15,1
549.22,33.32,912.98,95.01,323.08,71.0,31.33,1
577.68,32.2,999.66,89.11,365.75,61.07,36.65,1
492.53,10.63,818.04,78.11,271.34,58.18,9.79,0
633.72,20.71,1025.43,105.31,404.63,80.0,23.99,2
519.39,24.12,823.58,78.9,,65.32,18.02,0
511.39,15.49,823.11,88.56,293.51,61.56,13.51,0
540.39,39.33,910.26,,325.45,55.39,38.33,0
481.87,28.62,760.74,73.05,270.0,46.62,32.98,0
527.97,16.81,845.59,76.18,307.44,49.81,21.13,0
598.41,19.1,990.85,130.3,368.89,101.38,15.85,2
631.57,15.43,,109.2,347.95,80.0,15.94,2
509.27,20.27,855.15,81.55,14.206875181086732,61.21,21.18,0
627.11,39.1,1048.53,113.14,353.23,81.28,32.71,2
647.12,22.34,1120.0,103.57,,80.0,23.93,2
681.32,35.62,1142.46,111.28,444.26,127.49,19.64,3
718.2,9.32,1218.18,151.86,,115.19,21.78,3
32.15,13.2,241.64,34.32,93.45,-14.95,11.49,3
493.78,30.46,,77.31,297.15,52.85,31.79,0
570.69,29.66,947.73,100.07,327.57,76.92,32.16,1
636.1,39.38,1117.07,117.14,378.11,102.27,35.11,2
584.4,20.6,1014.43,94.43,394.55,74.61,23.54,1
499.38,20.98,819.17,73.86,292.72,49.31,24.35,0
509.14,15.28,801.6,90.3,317.97,60.62,11.33,0
540.66,23.22,910.07,85.63,299.09,62.55,16.25,0
637.61,16.76,71.99319265679974,137.15,,103.42,16.28,2
622.13,31.53,1086.56,119.15,381.81,90.89,30.61,2
602.24,35.28,987.46,137.6,365.5,108.21,35.1,2
537.97,28.02,883.83,84.04,307.32,53.36,28.34,0
582.31,30.57,1000.12,88.74,345.7,63.46,36.76,1
511.16,14.24,796.46,73.64,287.97,59.16,11.97,0
513.31,24.5,845.11,75.06,302.89,54.59,29.58,0
563.98,22.68,937.72,104.83,,82.48,31.56,1
556.77,17.67,927.72,105.78,324.52,84.91,23.21,1
655.29,30.75,1107.17,111.8,402.94,95.28,30.78,2
570.25,24.42,920.24,100.36,326.47,85.78,24.5,1
583.69,18.15,954.39,89.85,363.03,61.61,17.54,1
519.18,30.45,863.62,76.43,285.28,55.06,27.95,1
506.69,14.61,818.17,74.06,276.98,48.06,11.51,0
545.33,13.9,868.28,66.47,305.25,44.01,13.77,0
604.22,10.97,981.04,139.22,345.0,98.1,8.5,2
627.66,7.63,1028.74,108.56,386.33,88.38,10.3,2
517.34,29.96,866.17,67.19,278.54,48.68,25.89,0
536.89,28.0,857.57,81.99,327.16,55.13,23.34,0
530.89,32.89,852.3,84.45,309.49,61.16,32.6,0
-16.5,-22.55,187.43,40.11,32.11,20.93,19.73,3
635.02,29.53,1040.72,113.07,420.66,80.0,27.58,1
531.59,24.52,875.36,67.05,316.98,43.04,23.89,0
637.51,34.59,1016.3,100.96,403.44,80.0,30.92,2
632.59,18.31,1107.35,105.23,373.21,85.9,18.47,2
558.61,27.23,916.65,75.0,,60.0,31.15,1
577.32,16.49,917.8,,320.64,62.92,11.97,1
531.9,25.91,840.08,81.14,304.12,55.65,25.61,0
506.05,19.77,830.28,72.13,283.23,53.31,21.11,0
532.11,35.18,871.82,91.73,313.57,80.9,31.36,0
509.7,30.93,817.19,86.2,302.71,59.33,30.15,0
562.11,31.19,902.06,76.38,,,35.02,1
568.18,33.32,969.61,87.08,342.07,60.18,37.86,1
586.9,15.39,935.86,100.7,351.1,72.47,14.8,1
519.99,25.19,846.43,68.72,311.74,51.95,27.59,0
585.47,25.33,942.28,77.79,358.24,63.77,25.1,1
546.94,24.19,887.56,71.88,326.06,45.89,25.07,0
631.33,27.04,,112.05,377.18,80.0,26.24,2
532.75,24.56,889.77,66.58,322.71,44.1,27.72,0
522.82,10.67,834.9,76.5,304.45,50.93,11.64,0
521.76,27.91,863.87,68.78,319.92,49.39,29.31,0
526.57,18.56,839.18,92.64,,69.77,20.45,0
530.39,17.67,,73.35,291.86,49.72,18.98,0
549.69,12.45,869.49,79.75,326.02,57.61,8.8,0
619.76,28.85,1035.53,108.13,392.18,80.0,27.97,2
615.59,29.89,1055.56,96.04,363.59,80.0,27.78,2
519.14,27.16,850.01,78.85,303.07,55.99,24.71,0
580.0,24.09,980.0,112.88,369.01,87.76,21.43,2
591.58,18.35,963.43,,349.4,65.14,19.29,1
484.61,12.36,792.3,81.88,297.38,,7.68,0
539.57,24.13,872.96,64.19,301.52,51.1,23.26,0
596.62,15.83,1025.99,138.88,376.22,101.37,15.57,2
549.07,34.47,,91.81,341.39,60.0,38.64,1
557.75,19.25,942.64,96.97,322.18,77.75,20.73,1
561.5,23.16,975.91,106.41,343.84,89.97,25.61,1
569.91,19.11,916.78,94.24,346.26,63.69,19.05,1
72.96,13.7,-50.0,27.62,-25.31,46.26,24.21,3
522.03,19.19,841.23,68.18,294.7,50.32,20.86,0
531.06,13.39,866.42,80.4,305.93,58.57,11.02,0
525.74,10.74,808.86,79.16,297.46,58.04,4.83,0
528.08,23.42,871.72,85.9,308.12,71.11,27.35,0
503.39,28.73,760.95,72.29,297.78,62.05,32.3,0
638.33,17.39,1090.09,115.46,366.84,88.51,22.3,2
481.93,33.5,,90.44,281.21,63.14,37.99,0
542.8,24.79,900.0,97.69,357.11,60.0,23.91,1
551.4,26.03,900.0,100.95,310.09,71.84,25.1,1
501.21,5.87,863.07,75.86,281.34,51.44,6.09,0
556.51,29.97,914.46,84.25,315.68,55.59,32.92,0
539.65,19.94,876.44,76.11,328.05,59.42,19.08,0
588.93,16.7,940.87,77.21,,60.0,16.33,1
601.6,12.56,,97.35,366.54,68.67,12.32,1
522.01,38.22,835.43,77.46,313.47,49.37,37.69,0
564.31,25.67,919.24,87.86,351.34,60.0,29.95,1
571.4,32.03,,106.57,,75.23,32.07,1
507.83,24.84,825.99,78.94,293.19,52.99,29.47,0
630.68,26.2,,149.17,379.8,115.56,25.93,2
573.72,11.41,978.09,103.22,337.3,83.32,8.72,1
519.54,34.03,862.64,76.27,314.76,61.23,37.66,0
517.74,35.47,876.05,76.7,320.94,55.56,35.48,0
546.63,21.09,853.59,82.02,297.24,59.98,17.89,0
527.69,33.21,860.55,67.87,285.56,52.54,42.09,0
530.78,17.99,863.71,75.92,274.09,58.83,18.86,0
496.04,16.61,796.67,66.85,295.3,44.75,14.14,0
107.46,22.09,99.84,9.18,-37.98,14.26,26.4,3
626.72,16.76,1070.74,126.92,381.81,96.75,8.96,2
553.31,19.88,900.0,81.73,324.57,61.72,20.21,1
583.27,15.62,946.79,91.85,342.09,69.33,15.17,1
