period_min,amplitude_mag,bp_rp,phi21,r21,fe_h_proxy,skewness,luminosity_lsun,n_modes,star_type
395.3418,0.093,1.1056,3.9958,0.4827,-2.1634,-0.0161,8.5285,1.4441,6
4141.8076,0.2665,1.3519,7.3176,0.5072,0.0675,0.5654,252.6906,-0.2,2
144.5446,0.0943,1.4258,3.6607,0.3117,-0.5026,-0.9064,2710.4341,0.43,0
18179.5824,1.071,1.8549,3.9965,0.5308,-1.9695,-0.0471,500000.0,0.4581,4
3799.1262,0.7274,2.1368,5.3757,0.3932,-0.9737,0.647,27872.1947,0.3201,1
40.5624,0.1241,1.0636,0.7466,0.5784,-2.0556,0.3363,57211.4242,1.2672,6
1099.7572,0.5235,1.0905,2.4906,0.5043,-1.1035,1.4775,305.705,0.4929,1
106.4563,0.2735,0.3146,5.2358,0.7431,-0.3976,0.2213,0.5,0.5048,0
64535.6497,0.3716,2.4794,6.5569,0.1584,-0.7627,1.3,101214.6148,0.6202,2
102.8223,0.4742,0.5955,6.6388,0.627,0.0068,0.8376,34.3711,1.7658,0
106588.1716,11.5278,2.7827,4.4878,0.0601,0.7091,-0.1978,2.9138,0.6461,3
15514.3105,1.2316,1.1401,3.5473,0.8468,-0.9073,0.3677,6393.9764,-0.2,2
58064.2051,1.4179,4.6517,0.3029,0.5698,0.3428,0.6667,5574.3814,0.5766,2
63096.2824,1.7574,0.1782,4.8144,0.4755,-0.9624,0.1322,19.6911,0.1343,2
610.4957,0.2395,0.5419,5.134,0.0794,0.8,-0.5194,0.5,0.7796,0
32.5868,0.0599,0.8748,5.5419,0.3026,0.0872,0.1408,35.2725,2.2,0
627.24,0.2559,1.2019,1.1959,0.3673,-0.0783,0.0995,23.9389,-0.1572,1
5127.4119,1.5026,1.4071,7.997,0.5937,-1.1285,0.5328,0.6976,-0.2,4
943.9611,0.0112,0.2551,5.0335,0.0362,-0.0682,0.171,6482.1409,0.3247,5
970.6957,0.9557,0.7331,0.2666,0.178,-2.0498,0.2279,1115.4769,0.3697,1
196.1476,0.1889,1.1564,1.9227,0.4521,0.4146,0.1853,0.5,0.6537,0
85.9542,0.1054,0.794,4.8951,0.2706,-0.5246,0.0232,3256.4617,1.3908,0
998.7932,0.12,1.2597,2.3878,0.3534,-0.6539,1.4576,5939.7381,0.0786,1
600000.0,0.6302,4.1085,5.5743,0.01,-0.0662,1.2702,129778.7816,-0.1801,3
1173.5208,0.3826,0.9129,7.6841,0.2747,0.1214,-0.183,27.5708,0.9492,0
106.4494,0.0581,1.2998,5.9579,0.495,0.5169,0.0884,5.3489,1.2356,0
36.9194,0.3388,1.0225,0.8859,0.2495,0.1137,-0.7438,500000.0,1.9967,0
1082.3147,0.5728,1.0403,3.4144,0.8032,-1.7195,0.4294,8062.147,0.9,1
131.6625,0.0617,-0.15,6.6542,0.3644,-0.4466,0.2545,20581.074,1.2996,5
828.5424,0.5117,2.0271,2.3401,0.7396,-1.3279,1.4574,0.5,0.8388,1
5154.5188,1.3537,0.7768,3.8465,0.7135,0.85,0.7977,0.7732,0.755,2
22.4209,0.0463,0.9182,2.9696,0.3997,0.1849,0.5689,12.3606,0.9243,0
4883.9464,0.233,0.906,3.5092,0.341,-0.7576,-0.0262,43138.7829,0.724,2
29022.9322,0.4674,1.6906,5.8568,0.4679,-2.2344,0.3926,3.8678,0.1319,4
10723.8286,0.9157,1.2402,4.8088,0.4847,-0.6026,0.3988,173.4695,0.4804,4
787.7549,1.0586,1.5475,2.8954,0.3046,-0.3229,0.8332,1.7356,0.7802,1
61671.7802,0.2525,0.9277,5.729,0.7124,-0.9546,-0.1207,3.2245,0.6476,2
931.7799,0.4851,1.0913,1.8045,0.6428,0.1522,0.6014,20877.1177,0.2809,4
992.0778,0.3761,1.3854,2.6408,0.4937,-1.4459,0.71,347.7579,0.0183,1
436481.4997,3.2752,4.1255,4.0417,0.7446,-0.3899,0.7417,160230.6934,0.3636,3
27.4211,0.4738,0.7529,0.7827,0.01,0.0372,1.1005,4215.8484,1.4733,0
5216.4005,1.3004,1.1919,0.9297,0.7682,-1.2753,0.3461,0.7102,0.4958,1
1113.6968,0.1094,0.6256,6.4664,0.3451,0.0318,0.0309,22.6882,0.9689,0
432.8676,1.1786,2.0306,1.3453,0.4088,-3.0489,0.8282,0.5,0.7205,1
600000.0,3.7808,3.9493,0.6194,0.0489,-0.7944,0.5123,186.8359,0.3861,3
1554.5246,1.041,1.3457,2.8781,0.3846,-0.7581,0.577,19.328,0.0459,1
1459.2475,1.0382,1.199,1.8626,0.3517,-1.8545,-0.42,3499.1475,0.0791,1
1840.245,0.4909,0.5964,1.7615,0.4598,-1.6792,0.0719,15028.8956,0.4108,1
64312.6974,0.2383,1.6853,2.9246,0.665,-1.36,0.1841,209.1234,0.2663,4
680.1472,1.0068,1.406,3.2387,0.5942,-1.0394,0.879,179598.7777,0.9,1
112673.8777,0.1185,1.2318,3.763,0.4888,-0.0776,0.4023,966.4526,0.5048,2
1053.9029,0.1508,1.2331,2.7515,0.3948,0.4307,-0.1532,3.7058,1.1986,0
32.3374,0.0635,2.0427,3.196,0.3452,0.3717,-0.5249,0.5,0.9949,0
33.6047,0.0352,0.7892,2.8006,0.4394,0.5143,0.8082,0.5,1.3485,0
735.4337,0.8183,1.5557,1.1723,0.564,-0.5295,1.6104,14.1343,-0.0705,1
120.9918,0.2403,1.1242,3.8697,0.2373,-0.9499,0.3626,0.5,1.1284,0
958.2642,0.99,0.7332,2.4435,0.88,-0.0069,0.1112,1.2721,0.0953,1
8681.3973,0.5426,1.4501,4.7599,0.3023,-0.5972,0.2322,672.8403,0.3041,2
12999.3176,1.8178,1.3079,7.0863,0.7071,-0.5175,0.1031,500000.0,0.5947,2
172683.9416,9.1466,2.5437,5.3948,0.567,0.2248,0.2674,22.871,-0.0293,3
305.4316,0.1997,0.644,2.7599,0.3172,-0.9377,0.8851,11.5361,1.1025,5
25.0461,0.0791,1.2047,0.0,0.1107,0.2273,-0.1143,0.5,2.1977,0
759.3228,0.607,1.5496,0.0,0.5696,-2.0681,0.3347,2906.8325,0.1105,1
560.8259,0.0717,1.4171,5.152,0.0221,-2.1622,-0.2043,1436.6547,1.2676,6
3159.7188,0.3651,0.8659,4.8777,0.4034,-1.1695,1.0906,23221.9583,0.226,4
313.9627,0.1094,1.412,3.0222,0.3938,0.2989,0.0953,712.3623,0.8044,0
1030.2775,0.8511,1.1847,1.6285,0.3309,-1.5541,1.5828,0.5,0.4303,1
83.0614,0.0385,0.8232,5.5764,0.1013,0.8,-0.4635,0.9998,2.0802,0
8611.142,1.2175,1.5975,5.1993,0.3462,0.3377,0.1997,2137.5719,-0.1737,2
600000.0,6.9703,3.6489,3.8557,0.4762,-0.8375,1.6052,0.5,-0.3,3
172.2279,0.0937,0.7568,5.4805,0.1529,-0.3823,0.0915,6.9319,0.6581,0
504836.2276,3.8821,3.5752,0.0285,0.5325,0.7206,-0.1993,3.6123,0.1404,3
364531.1251,0.8618,4.335,5.0187,0.6692,-0.5316,0.2437,5.48,0.5607,3
384.8684,0.2119,1.4058,4.7085,0.4892,0.6938,-0.3757,55827.5982,1.784,0
759.319,0.5427,1.5305,2.4281,0.5729,-1.3904,-0.2318,500000.0,-0.1855,1
699.6708,0.0887,0.8404,2.1139,0.3912,0.8,-1.149,0.5,0.5445,0
210.0325,0.1372,0.2169,1.8854,0.3499,-0.2741,0.9996,0.5,0.8144,5
823.0385,0.151,0.7716,1.6735,0.4646,0.0213,0.0477,1155.373,0.7167,0
10788.584,0.9991,2.2076,4.4842,0.6338,-2.8402,0.6075,101449.5849,-0.2,4
912.9528,0.8982,0.9188,1.3642,0.7735,-1.8711,0.1554,0.5,-0.2,1
112075.9404,1.0438,4.8158,4.1352,0.01,-0.6633,0.9718,2395.273,0.0597,3
7565.1199,1.3393,2.2058,5.1184,0.436,-1.2807,0.6212,40248.1307,-0.2,2
253853.0799,2.692,4.1578,2.824,0.1575,-0.2853,0.5137,232221.344,-0.1625,2
195.2338,0.0309,0.8265,2.7587,0.5972,0.2182,0.62,2117.0161,2.0118,0
600000.0,6.4941,4.5912,1.9714,0.0127,-0.2243,0.1753,500000.0,-0.3,3
17765.7791,0.4298,1.1644,4.0342,0.5747,-1.2734,0.3196,68.1687,0.6344,4
38.176,0.0314,0.1751,4.4615,0.2822,-0.6432,0.6967,151.891,0.8157,5
19927.0138,1.2947,1.5611,5.9674,0.7372,0.2541,0.0508,39.7511,0.45,2
7932.0617,2.4574,0.9684,6.1369,0.4964,-1.288,0.9382,32.7077,0.6637,4
439.3499,0.3076,1.4248,4.4246,0.5539,0.0118,1.0407,16197.2873,1.3593,0
15579.4322,0.23,1.8021,5.0461,0.4244,-2.3349,-0.3403,13.8236,0.3902,4
42.4701,0.0565,0.05,3.9435,0.7503,-0.3133,0.5345,0.5,1.7434,0
195.2834,0.1298,0.7422,5.0206,0.2325,-0.1208,-0.7004,474.6187,1.6409,0
618.2863,0.4196,0.7079,2.1308,0.03,-2.4713,0.5601,0.5,-0.0882,1
109708.9611,4.9468,2.0344,4.0247,0.2855,0.4488,0.6004,12027.8057,0.182,3
59.3844,0.2622,1.7496,1.8868,0.1412,-0.1362,0.0003,21.6977,0.8288,0
724.6315,0.9086,1.2942,3.1766,0.5865,-1.1869,0.9699,540.7418,-0.0425,1
110491.9529,2.9375,2.7342,5.4345,0.2237,-0.3133,0.9202,2025.1466,0.85,3
82184.6185,3.3046,2.9849,6.8271,0.3323,0.85,0.5108,0.5,-0.2722,3
1442.6969,0.8683,0.9813,2.214,0.0909,-1.0621,0.5271,2499.9386,-0.2,1
6037.0583,2.8,1.4396,4.9168,0.95,-0.4628,0.5786,16.1392,1.0,2
14392.8082,0.7268,1.4746,3.2403,0.6048,-0.4764,0.7552,2.5281,0.2643,4
1020.6504,0.0806,1.2187,4.9045,0.0649,-0.5749,0.5938,0.5,2.2,0
497.074,0.0319,1.3077,5.815,0.2192,0.8,-0.9769,104.0129,1.4445,0
403655.1593,3.579,4.208,4.0626,0.5044,-0.8255,0.7784,27783.2629,0.0608,3
856.4917,0.4422,0.3274,4.6834,0.3082,-1.4835,0.7468,0.5,0.6269,1
40.1864,0.1097,0.6254,0.6078,0.2698,-1.3337,-0.6583,1053.3477,1.3431,0
547.1769,0.0787,0.649,7.0787,0.3827,-0.6732,-0.3533,0.5,1.2773,0
38322.6829,0.5557,2.0027,2.3985,0.4742,-1.0151,0.3632,12.3129,0.2795,4
92430.4739,2.4364,3.6385,5.5808,0.1881,0.7494,0.4908,19.8975,0.85,2
10241.649,0.2672,1.4333,3.5312,0.5175,0.85,-0.5,117.1487,-0.1246,2
52.073,0.0188,1.0696,6.1847,0.037,0.3331,-0.5982,0.5,1.2114,0
88.6874,0.076,0.0854,1.8507,0.3563,0.6798,0.1931,557.527,0.829,5
512.116,0.1034,0.3843,2.7182,0.3364,0.0791,-0.4778,285.3241,1.4675,0
739.8731,0.3475,0.7581,3.7317,0.5173,-1.1046,0.7918,3.4776,0.2405,1
495.377,0.1048,0.05,6.0585,0.01,0.4725,0.5338,0.5,0.7714,0
77.0409,0.0881,0.05,4.6165,0.5992,-1.6252,-0.2377,0.5,0.9319,6
15133.0414,0.9129,0.8079,4.2378,0.5964,-0.8591,0.441,46.8393,-0.0364,4
497.7853,0.1238,1.7717,2.9782,0.2453,0.8,-0.4114,2.7745,1.7699,0
21987.605,0.6068,0.8081,5.2111,0.4826,0.1325,0.3834,0.5,0.2922,2
5413.5663,0.1807,1.3557,4.6676,0.5644,-0.5267,0.2546,4.2392,0.0092,4
1038.1832,0.12,1.1231,1.4947,0.3646,-0.3286,0.8246,1285.6873,0.6596,1
109.6123,0.0441,1.3559,5.3433,0.2229,-0.5719,0.0056,0.5,1.7871,0
246.7755,0.0654,1.0777,5.1296,0.7271,0.3056,-0.615,1.3994,0.5161,0
179.2994,0.0736,0.9704,4.2256,0.342,-0.5297,0.768,2.5567,1.5694,0
3418.9109,0.777,1.6112,3.9134,0.6302,-0.4271,0.0655,16072.7785,0.3471,2
5528.0784,0.9995,1.431,6.9595,0.4094,-0.5753,0.2447,1412.3094,-0.1397,2
67.5638,0.146,0.2832,5.088,0.3737,-1.5003,0.5026,0.5,1.1719,0
1356.5511,0.715,1.8212,0.0,0.6111,-1.4021,1.4454,9.452,0.1455,1
18873.7022,0.2374,1.1288,4.5885,0.6551,0.0611,-0.3468,3127.8136,-0.2,2
778.226,1.1448,1.1218,0.7799,0.5345,-1.0774,0.4655,14.0109,0.2634,1
1614.6617,0.6334,1.5537,3.2226,0.2694,-1.5822,0.7308,1237.3945,0.2263,1
30.8816,0.2664,1.2207,6.5789,0.4144,-1.2828,-0.5484,30756.6448,1.1087,0
67.451,0.1171,1.9105,2.3638,0.01,0.037,-0.0203,0.5,1.6621,0
1036.2853,0.3239,0.4692,5.7132,0.01,-0.306,-0.349,346.4415,1.4384,0
12056.958,3.1664,1.3702,3.8442,0.3504,-1.0166,0.3269,3511.3659,0.1199,4
13213.7427,0.6616,1.8301,7.0557,0.6866,-2.1071,-0.2524,686.5202,0.53,4
3108.2423,1.1695,1.514,7.9299,0.9235,-1.3723,-0.1542,632.3713,-0.2,2
60832.7285,3.2,2.0315,1.2125,0.4549,-1.8489,0.8305,5512.4134,0.1273,4
677.2224,0.1829,0.4427,6.0057,0.2954,-0.282,0.2186,26.8494,1.6438,0
1112.1134,0.5561,1.3868,3.1722,0.3699,-0.7267,1.169,16.0537,0.5012,1
221042.528,3.0191,3.7435,2.6426,0.436,0.6801,0.6123,32.2106,-0.1004,3
143.7787,0.0366,0.6334,3.3491,0.1745,0.8,0.0751,64307.5098,0.5373,5
289.7011,0.2146,1.1885,3.5276,0.3592,-0.5609,0.3848,303.5327,1.3709,0
30.0922,0.31,0.8782,6.4676,0.4131,-0.6674,0.5335,0.5,1.5785,0
451.6216,0.2924,0.62,2.6625,0.4359,-1.0027,0.4487,0.5,1.1683,0
855.0823,0.8506,1.6293,2.178,0.483,-0.8573,0.6078,414.0806,-0.2,1
571.6851,1.2967,1.2318,2.6382,0.3907,-2.1758,0.7185,2.1621,0.3339,1
4819.3193,0.9858,1.7357,5.8067,0.6597,0.7001,0.7651,0.6711,-0.0522,2
344.7098,0.2179,1.1309,4.9894,0.01,0.0134,-0.4457,0.5,1.0262,0
77625.6219,0.2415,0.8582,5.7973,0.6092,0.0723,1.1716,688.5145,0.7682,2
586.7394,0.7127,2.3687,3.3231,0.6863,-1.7717,1.5463,13.9213,-0.0292,1
410.6857,0.2132,1.9226,4.3136,0.6022,-1.6736,-0.7168,0.5,1.082,0
58.844,0.0464,0.3401,1.6897,0.5537,0.0183,-0.1671,8638.8353,0.003,5
1624.8991,0.6557,1.0662,2.9939,0.03,-1.4975,0.9985,0.5,0.6995,1
261.6229,0.037,0.8494,1.0492,0.2683,0.0975,-0.8228,203.1158,1.5365,5
1022.7157,1.0881,1.4449,0.4385,0.4105,-2.7582,1.4654,28.8971,0.1489,1
82442.8738,2.516,4.2073,1.8645,0.4838,0.236,0.8677,15066.8052,-0.3,3
805.2183,0.1403,1.4003,8.0,0.0703,-0.5962,0.5124,126.2581,1.6738,0
1275.4837,0.5844,2.0584,1.3706,0.2939,-1.0362,1.0556,19.0529,0.2918,1
46.1379,0.1601,1.1346,2.7078,0.0802,0.8,-0.1905,0.5,0.7835,0
8591.4501,0.6124,1.9914,2.6774,0.5537,-0.5827,0.7223,18905.3327,1.0,2
156.1599,0.0151,0.6068,1.9472,0.7995,-0.6144,0.1736,0.5,0.6967,0
1073.4658,0.5925,1.3121,2.0307,0.5074,-0.3813,0.0422,0.5,0.186,1
515.3493,0.3416,1.2585,7.2391,0.6752,-0.2123,-0.6211,25.3824,1.3876,6
583.3108,0.0391,1.2824,0.852,0.01,0.1364,0.169,7105.0052,0.3104,5
38125.3581,0.2719,2.2693,1.3577,0.6991,-1.5591,0.4873,1539.3685,0.0911,4
18087.508,0.4717,2.0675,7.3791,0.3953,-2.8919,0.8205,243.2612,0.2979,4
150.7493,0.1217,0.6578,5.1384,0.3481,0.1284,-0.0987,8925.0357,0.7355,0
259471.0889,3.9153,4.8085,4.2306,0.7166,0.1884,0.0766,500000.0,-0.2943,3
810.2559,0.0782,1.5107,1.6156,0.2135,0.7281,-0.799,274.8829,0.4922,0
61755.6435,0.3419,0.4544,3.9241,0.3953,-0.1995,0.4304,217.5202,-0.1035,4
36.0347,0.1164,0.8212,4.0898,0.01,-2.2955,-0.8102,86686.0582,0.8902,6
462.0994,0.0972,1.0004,2.3718,0.01,-1.334,-0.032,44.7028,1.6382,0
222.1542,0.4548,0.6393,4.2252,0.2987,-0.2574,0.5088,4.8185,1.2152,0
216961.4028,2.5862,4.1492,6.3783,0.1004,-1.3182,1.2632,3.5684,0.2943,3
1433.2229,0.5355,0.9302,1.8012,0.03,-2.5319,1.2736,1.136,0.2987,1
6219.0956,0.8596,0.7435,4.5647,0.2447,-0.1513,0.6035,0.5,-0.0394,2
287664.1125,1.9005,2.2558,3.4018,0.3953,0.85,-0.5259,6231.3985,0.2346,3
471.1262,0.5121,1.49,2.3168,0.523,-0.6492,1.5841,24.6351,0.6609,1
829.8266,0.3989,1.0012,0.7291,0.5506,-0.9057,1.0751,32.0935,0.0071,1
981.3043,0.1305,0.8563,3.0388,0.322,-0.6677,-0.3207,2.2937,1.2588,0
35.0287,0.1134,0.4863,6.5144,0.4821,-0.6895,0.2397,0.5,1.072,0
32428.9744,0.6698,1.9603,5.4686,0.7455,0.3957,-0.2873,3.7865,0.6792,2
909.0381,0.3514,1.8401,2.2571,0.2075,-2.0249,0.3546,1605.362,0.5063,1
16711.8898,1.2205,1.8138,5.605,0.6375,0.231,0.5604,9.0509,0.1739,2
665.4321,0.117,0.8304,3.0637,0.492,-0.3798,-1.1299,13.3587,1.4929,0
874.1288,0.3798,1.2941,4.4329,0.4154,-1.1379,0.9861,0.5,-0.2,1
993.967,0.8879,0.9172,2.0043,0.6036,-1.3906,0.8211,0.5953,0.0831,1
506.2864,0.0415,0.0181,4.7894,0.2986,-0.3252,-0.4384,63.5127,0.0174,5
227247.6701,1.5983,2.3693,3.8898,0.8246,0.1389,0.1892,207.4005,0.7375,3
1382.417,0.9099,1.1221,0.4039,0.382,-2.2082,0.7233,1.4793,-0.0112,1
99.1089,0.0492,0.0454,1.2319,0.3288,-0.592,0.3287,7599.4215,0.0611,5
850.7113,0.8732,0.9883,2.9041,0.4994,-1.1936,0.216,40.7522,-0.1405,1
963.2528,0.782,0.6424,2.4022,0.3255,-1.1637,-0.171,2508.3768,0.574,1
463.2064,0.8338,1.4172,2.3326,0.0987,-0.319,0.1408,0.5,0.4336,1
79342.127,0.6576,4.7807,1.3874,0.3357,0.3765,1.0841,0.5,-0.3,3
1403.1957,0.3929,1.1216,3.1964,0.7436,-0.6122,0.157,0.5,-0.1698,1
32.7456,0.0723,0.0951,8.2715,0.177,-0.06,0.0398,16532.1965,-0.0762,5
302.7358,0.1708,0.7796,0.7606,0.1625,0.0045,0.1116,0.5,1.6148,0
87072.3891,0.6288,2.1569,4.2288,0.6026,-1.3711,0.9443,1.1219,0.6545,4
48.2413,0.1658,-0.15,6.1059,0.2785,-0.8194,-0.8347,296.5014,0.3747,5
7579.4494,0.3791,1.2688,3.4917,0.5419,-1.1617,0.0964,37618.0846,1.0,2
503.2166,0.1375,0.6339,0.9913,0.5067,0.2649,0.8333,5.7544,0.9113,6
370.7618,0.0615,0.2598,4.7947,0.1156,0.8,-0.5305,0.5,0.8469,5
157025.7343,2.7134,3.4293,2.5057,0.2231,0.8139,0.1863,10593.219,0.6258,3
262.014,0.4435,1.4229,7.0876,0.5526,0.6694,-0.2574,2.4734,0.8831,0
22.3804,0.0141,-0.15,2.2519,0.453,-0.8896,0.3202,500000.0,0.1651,5
747.462,0.4364,1.6594,1.1363,0.5144,0.3264,0.2673,77766.4641,-0.0461,1
57.0172,0.4639,1.4712,2.1948,0.2871,0.3538,0.206,2.0592,0.8637,0
1587.8777,0.8502,0.5533,1.0536,0.6291,-2.3414,0.4477,27293.8275,-0.1088,1
4161.967,0.4552,0.7642,4.6174,0.3897,0.3331,0.8036,2981.8982,0.5094,2
11555.9798,0.773,1.718,3.172,0.6379,-0.4343,-0.3469,210.7502,0.0251,2
1233.1818,0.648,1.5744,2.4324,0.2324,-1.5781,0.8679,4.0654,0.5683,1
78404.7987,6.0114,3.1825,4.4458,0.2074,0.3955,0.6754,1.4824,-0.0598,3
600000.0,3.0329,4.5893,5.6313,0.2549,-0.2662,1.5037,4931.4164,0.1428,3
3236.324,0.4062,1.1332,6.7723,0.5887,-0.3924,-0.5,3637.7213,-0.0924,2
918.7703,0.7658,1.1291,2.9113,0.3257,-0.3256,-0.1021,11.5634,1.3488,0
45.8829,0.0234,1.067,2.1265,0.5668,-0.3432,0.4797,0.5,1.3934,0
1814.8411,0.9005,1.012,1.9141,0.4808,-0.9132,0.3062,0.5,0.7387,1
10056.8919,0.3132,1.4934,5.2817,0.2633,-0.392,0.9146,652.5906,-0.2,2
823.3973,0.5449,2.2663,2.2754,0.3209,-0.2056,0.8075,17916.851,-0.0959,1
7012.0619,0.3509,0.9959,7.7264,0.9166,0.154,-0.5,415008.4165,-0.2,2
60419.3031,0.1183,0.7325,4.4998,0.4074,-0.8844,-0.4756,702.4841,-0.2,2
382.0733,0.2208,1.5649,2.7464,0.3123,0.8,0.3765,9.3856,1.2425,0
382.028,0.0114,0.8967,7.2259,0.405,0.6702,-0.0588,18.1271,0.1601,5
1624.8999,0.12,0.8185,1.7575,0.5767,-1.0961,0.3153,0.5,0.1654,1
15539.4871,1.4079,1.8709,4.7204,0.4395,0.3861,0.2285,646.4171,0.4827,2
640.154,0.3674,1.6174,1.1116,0.2551,-1.1027,0.5259,12.8184,-0.2,1
95556.8326,0.5387,0.5416,7.627,0.4917,0.2288,0.8543,335.8473,0.6154,2
31212.0546,0.3676,1.7819,5.8099,0.556,0.1133,0.2032,121.7651,0.7033,2
6845.6268,0.8606,0.8671,4.1982,0.435,-0.5167,0.2599,1.7271,0.1236,4
1089.318,0.475,0.5242,2.4861,0.5381,-3.178,0.8683,47.834,0.367,1
1063.705,0.4596,0.9933,1.5086,0.4001,-0.508,0.3157,26283.4784,0.2992,1
148669.1078,1.2502,4.0202,1.0204,0.1426,-1.8,0.5778,2.1281,0.5526,3
46.9061,0.5208,1.1647,2.5451,0.01,-0.5167,-0.4123,18.7751,0.9332,6
167239.2161,2.4849,2.229,3.5498,0.2642,-0.429,1.0272,2.851,0.1933,3
1138.4337,0.657,2.4853,2.8236,0.5133,-2.5583,0.971,0.5,0.9,1
2736.6532,0.2517,1.2815,5.9301,0.6624,0.6648,0.2438,12195.1134,0.2093,2
922.0723,0.019,1.5331,3.3428,0.7214,0.4198,0.1511,113.1875,1.55,5
618.6122,0.3013,0.8845,5.3154,0.573,-0.9212,0.0391,0.6804,1.4404,0
101.6738,0.3608,1.6917,4.2802,0.152,0.8,0.0739,0.5,1.7517,0
519.5327,0.1813,0.9153,1.1992,0.0562,-0.981,-0.5734,1195.2654,1.0805,0
32.3694,0.058,0.3793,5.5954,0.3854,0.4208,-0.711,306.4846,0.1461,5
26518.9901,0.7237,1.4589,3.9135,0.3063,-3.1589,-0.276,0.5,0.546,4
1089.978,1.075,1.8365,0.4752,0.5259,-1.6092,0.2641,0.5,0.6712,1
17.7032,0.1044,1.9077,3.7149,0.3135,-0.4608,0.5666,18869.1581,1.1646,0
74332.9818,1.3535,0.8488,5.077,0.7318,-0.1191,-0.2552,205.094,0.524,2
83646.5877,1.0462,0.9682,5.2887,0.5812,0.1122,0.1392,0.5,0.7563,2
987.608,1.0404,1.5658,2.1042,0.4362,0.174,1.1204,21456.0966,0.1276,1
78.1935,0.0711,0.9431,5.0178,0.2652,-0.0429,-0.7551,711.224,1.0781,0
4638.8844,2.1674,1.7524,3.7796,0.5519,0.1168,0.7287,18.2619,0.9042,2
152460.516,1.4534,3.114,5.0342,0.6107,0.7579,0.6113,1519.3804,0.462,3
9079.6802,3.2,1.4238,5.1155,0.5325,-1.5569,0.6975,161.2625,0.2796,4
356416.8563,5.132,3.4328,4.9155,0.4275,0.1215,0.33,4495.5504,-0.3,3
111879.1766,1.1112,4.4102,5.6604,0.1052,0.5477,0.1568,6.952,0.155,3
104614.1136,2.2095,2.4995,7.0972,0.3157,0.2249,1.0071,11338.2703,0.3158,3
23.8037,0.0334,1.5711,5.0,0.1483,-1.4731,0.5711,425.6488,1.8991,0
867.6667,0.0546,1.5251,2.8165,0.3523,-0.4782,-0.2945,491.2766,0.7584,0
4440.8389,0.2305,2.4605,4.1618,0.5597,0.85,-0.0657,500000.0,0.8541,2
176654.2768,1.4558,1.2482,3.2176,0.4246,-0.7377,0.7023,184186.7704,0.4229,2
808.7477,0.801,1.4546,0.4833,0.3299,-1.4898,0.4262,0.5,0.1646,1
24385.7218,2.8,1.4458,3.8317,0.5914,-0.6559,-0.1309,189.0098,0.805,2
20702.7654,0.3034,1.3397,7.3356,0.6672,0.2545,0.4801,57835.5656,0.4757,2
299421.0639,2.1305,3.7149,5.2461,0.2765,-0.1879,1.1299,555.751,-0.0353,3
53616.8953,4.0233,2.4246,5.0406,0.4186,0.4432,0.2297,98270.0366,-0.1085,3
1884.465,0.2562,0.6738,1.5938,0.4937,-1.7004,1.0466,36.1319,0.0388,1
5786.359,0.7478,0.9111,7.268,0.6552,-1.2054,0.2431,500000.0,-0.2,2
126.3383,0.2445,0.611,3.0387,0.0945,-0.3866,-1.5,4.2262,1.3622,0
143.4081,0.0376,-0.15,1.4109,0.4558,-0.0296,-0.6889,44.4825,1.0831,5
737.7491,0.887,1.5757,3.7567,0.2822,-0.8644,1.6582,9.4512,-0.2,1
983.879,0.607,1.5328,0.0,0.2459,-2.3061,0.6802,16.5082,0.4358,1
71.2501,0.0436,0.2768,4.7691,0.2131,-0.3275,-0.7512,22338.3885,0.6308,5
62.6571,0.1172,0.7996,7.2985,0.576,0.5354,1.1302,48.0582,0.4917,5
16745.9301,0.6802,1.422,6.602,0.7851,-0.1889,0.2705,500000.0,0.1929,2
1298.6429,0.6072,1.7958,0.0,0.4879,-0.3583,0.2056,118.1534,0.1946,1
37891.4486,0.3107,1.9391,5.2436,0.7853,-0.9468,0.1454,95.5147,-0.1275,4
450.5386,0.5645,1.0332,0.7801,0.5622,-2.4978,0.9401,229925.5428,-0.0246,1
127689.1118,1.5584,2.2086,6.5874,0.673,-0.9361,0.6786,15.5335,0.1764,4
38.9238,0.0997,1.0328,6.2821,0.1306,0.6614,0.3096,92386.1667,0.7255,5
396.0344,0.0128,1.0089,4.9054,0.1774,-0.3732,-0.4022,6.5362,1.6546,0
629.7057,0.06,0.4125,5.1781,0.0761,0.1015,0.744,0.5,1.079,5
1267.4679,0.4323,1.6452,0.0,0.4253,-0.4892,0.39,19.8651,0.7171,1
38753.9074,1.4964,0.7856,4.4187,0.8231,-1.1378,-0.3978,20271.0595,-0.1059,4
837.6337,0.7101,0.9307,0.0,0.1394,-1.1507,1.8,5.1547,0.1318,1
977.937,0.0996,0.3647,1.2358,0.1199,0.2593,-0.0527,22901.8005,2.1534,0
109360.6116,0.7379,0.734,5.7715,0.3382,-0.2454,-0.179,0.5,0.3036,2
168.1007,0.1208,0.545,4.9551,0.01,0.8,0.4255,0.5,1.231,0
790.3,0.0057,0.492,1.3043,0.1384,0.6931,0.1198,6146.2482,-0.1,5
23.2594,0.1774,0.6663,5.2502,0.262,-0.4126,-0.1027,30.8917,1.224,0
11002.2208,1.0295,1.7559,5.364,0.3513,0.7017,0.0701,1.3594,0.4944,2
1636.4719,0.2055,0.4636,3.0089,0.4257,-1.6289,0.7744,168.5456,0.9,1
